date,tmax_C,tmin_C,rain_mm,hum%_9AM,hum%_3PM,windsp_9AM,winddir_9AM,windsp_3PM,winddir_3PM
14/08/2021,24.5,16.6,28.9,76,90,2,160,2,90
15/08/2021,24.2,16.2,11.8,93,94,3,70,6,180
16/08/2021,26,15.5,0,82,57,0,0,3,90
17/08/2021,28,16.5,0,79,55,3,70,12,90
18/08/2021,28.4,16.1,0,83,50,3,270,4,50
19/08/2021,28.8,16,3.4,76,54,6,200,8,70
20/08/2021,28.5,16.3,30.4,81,60,9,250,8,50
21/08/2021,27.3,16,0.2,87,52,4,270,4,90
22/08/2021,24.3,16.2,0,88,61,3,270,7,90
23/08/2021,27,14.5,0,87,55,2,290,3,20
24/08/2021,26.8,16.5,0,86,64,2,90,3,90
25/08/2021,29,15.5,0,75,44,3,90,7,160
26/08/2021,28.7,17.4,0,86,47,3,360,3,160
27/08/2021,30,15.8,0,78,56,6,50,5,50
28/08/2021,30.4,17.2,11.1,77,48,4,250,6,140
29/08/2021,25,17.5,0,88,69,6,250,6,270
30/08/2021,29,16.3,0,87,52,7,270,3,270
31/08/2021,28.6,17.6,10.1,72,49,4,250,3,90
01/09/2021,22.5,16.2,2.5,91,80,3,270,9,110
02/09/2021,28.3,16.5,2.7,89,47,3,180,2,270
03/09/2021,27,17.3,88.1,84,55,7,270,3,270
04/09/2021,26.5,16.1,30.1,90,63,2,270,2,360
05/09/2021,26,14.5,0.6,92,63,5,270,4,290
06/09/2021,27.2,15.7,0,84,59,2,270,4,90
07/09/2021,28.1,16,5.6,81,55,3,290,3,90
08/09/2021,27,16.2,0.2,83,58,14,250,11,270
09/09/2021,26.1,14.7,0,85,63,3,140,6,90
10/09/2021,26.8,17.5,3.8,86,76,2,270,7,340
11/09/2021,26,16.4,0,81,61,3,360,6,90
12/09/2021,27.5,17.3,0.099,83,53,3,90,5,110
13/09/2021,28,17.2,0,90,48,3,20,2,90
14/09/2021,28.3,16.5,0,86,56,3,90,4,50
15/09/2021,29.4,15.8,0,77,50,4,50,5,90
16/09/2021,28,16.8,0.2,82,66,4,250,10,290
17/09/2021,28,17.5,0,79,57,4,90,8,250
18/09/2021,25.7,16.8,1.1,82,60,10,290,18,290
19/09/2021,26.6,16.4,0,90,63,4,270,5,90
20/09/2021,27.6,16.6,0,73,66,4,250,12,20
21/09/2021,28.5,16.6,0,87,52,7,340,6,50
22/09/2021,28,16.8,3.3,81,58,4,140,5,110
23/09/2021,28.5,17.6,10.2,65,50,3,90,3,160
24/09/2021,27.5,16.5,1,79,75,8,270,7,270
25/09/2021,26,17,0,88,66,2,270,3,360
26/09/2021,28,16,24.1,91,51,3,270,4,90
27/09/2021,28,15.5,0,82,51,3,20,5,20
28/09/2021,28.4,16.8,0.1,80,54,2,290,4,90
29/09/2021,29,17,0,78,56,5,250,4,70
30/09/2021,29.3,16.1,0,75,49,3,320,6,110
01/10/2021,27.6,20.5,51.6,80,88,5,250,11,270
02/10/2021,27.6,15.6,27.1,82,66,7,290,4,70
03/10/2021,28,16.3,42.1,88,58,6,270,4,180
04/10/2021,27.6,16.2,3.2,83,63,3,270,6,90
05/10/2021,28.8,15.6,0.2,82,53,7,270,3,320
06/10/2021,28.5,16.6,21.7,76,61,6,270,6,270
07/10/2021,26.8,16.2,0,85,59,7,180,5,290
08/10/2021,29,16.5,0,88,60,3,250,4,140
09/10/2021,29.6,16.8,0.7,86,55,4,250,3,70
10/10/2021,28,17,1,80,55,3,250,6,140
11/10/2021,28.1,17.3,28.5,87,57,3,230,8,90
12/10/2021,25.5,15.6,0,95,72,3,250,6,90
13/10/2021,26,16.4,0,89,64,2,180,3,20
14/10/2021,27.6,17.4,0,85,55,2,250,8,90
15/10/2021,28.5,17.5,2.9,76,55,4,360,7,90
16/10/2021,28,17,3.9,88,70,4,270,6,270
17/10/2021,29,17.1,35.7,82,52,5,230,3,90
18/10/2021,27.8,16.7,0,79,65,4,290,8,340
19/10/2021,28,17.1,14.2,78,74,3,250,3,320
20/10/2021,27.3,16.8,27.5,89,77,2,270,4,160
21/10/2021,27,16.3,2.9,95,57,4,270,3,90
22/10/2021,27.6,17.1,3.9,83,55,3,250,6,90
23/10/2021,27.6,16,0,74,60,7,90,4,70
24/10/2021,29.4,17.3,0.5,83,58,6,270,5,90
25/10/2021,29.1,16.8,0,73,50,5,250,5,110
26/10/2021,28.3,16.5,1.2,72,50,6,250,8,70
27/10/2021,28,18,10.8,83,57,4,250,5,50
28/10/2021,28,15.8,7.3,83,52,6,270,5,90
29/10/2021,28,16,0.2,74,49,2,290,4,90
30/10/2021,28.5,16.6,5.2,86,50,6,250,3,70
31/10/2021,28.4,16.5,0,77,50,5,270,5,90
01/11/2021,28.5,17.3,0,76,49,3,250,4,70
02/11/2021,28.2,17,16.6,86,51,12,270,3,360
03/11/2021,26.8,15.4,3,84,58,5,140,3,180
04/11/2021,27.2,15.5,0.3,75,57,2,140,5,90
05/11/2021,28,16.2,0,81,53,2,340,3,90
06/11/2021,28.4,16.3,0,75,53,3,340,5,50
07/11/2021,28.5,16.4,0.8,72,50,3,140,7,50
08/11/2021,27.8,17,0,95,54,4,20,4,20
09/11/2021,29,17.1,0,72,52,2,90,6,50
10/11/2021,28.5,17.6,9.5,64,55,4,90,6,70
11/11/2021,29.2,18,0,75,51,3,340,5,140
12/11/2021,28.7,17,76.2,76,64,3,70,5,20
13/11/2021,27,15,0,92,63,2,70,4,50
14/11/2021,29.3,16.5,0,74,51,4,340,5,90
15/11/2021,29.3,17.5,0,81,51,4,290,5,50
16/11/2021,28.7,17.2,0,82,41,5,290,4,70
17/11/2021,28.4,17.5,15.6,85,49,0,0,5,90
18/11/2021,28.3,16,21.7,75,52,3,180,6,90
19/11/2021,28.8,15.8,0,81,46,5,20,8,70
20/11/2021,28.4,17,0,83,58,4,250,3,90
21/11/2021,27.5,16.5,0.9,76,62,3,320,8,20
22/11/2021,28,16.3,0,81,51,4,340,4,20
23/11/2021,28.6,15.8,0,67,46,3,270,6,340
24/11/2021,29.5,16.5,0,64,46,5,270,8,90
25/11/2021,28.9,16,0,79,51,2,250,6,270
26/11/2021,29,17.6,2.4,62,46,3,250,6,360
27/11/2021,27.9,16.6,0.5,82,54,2,140,3,110
28/11/2021,27.6,16.5,0,76,55,2,160,6,90
29/11/2021,28.5,16,0,76,55,4,90,6,70
30/11/2021,29,17.2,0,69,42,0,0,6,90
01/12/2021,29.5,17,0.9,84,42,6,250,8,90
02/12/2021,29.4,17,0,77,46,6,250,8,110
03/12/2021,30.2,17.8,0,78,38,3,200,4,140
04/12/2021,30.4,18,2.4,76,42,2,340,8,110
05/12/2021,28.5,17,0.099,71,53,2,50,6,110
06/12/2021,29.8,17.1,0,79,45,2,270,8,140
07/12/2021,30.7,18.5,0,80,39,0,0,4,90
08/12/2021,29.8,16.5,0,74,39,3,250,6,110
09/12/2021,30,18.4,0,57,37,3,320,6,90
10/12/2021,29.8,19,0,68,41,2,270,8,140
11/12/2021,30.3,17.5,0,61,38,2,110,4,160
12/12/2021,30.7,16.3,0,42,27,2,140,12,90
13/12/2021,31,14.4,0,49,32,3,140,12,140
14/12/2021,31,16,0,51,35,5,160,5,110
15/12/2021,30.2,17.2,2,64,36,3,270,2,110
16/12/2021,31,17.8,0.8,56,37,4,340,8,160
17/12/2021,30.5,16,0,58,34,6,340,4,140
18/12/2021,31,16.8,0,59,35,2,290,6,90
19/12/2021,30.2,18,0,65,38,4,340,4,340
20/12/2021,29.8,18.5,0,62,43,7,50,4,90
21/12/2021,29.3,17.8,0,71,49,7,50,4,110
22/12/2021,29,17,0,70,41,8,70,14,70
23/12/2021,29.6,16.2,0.099,62,38,4,90,7,110
24/12/2021,30.5,16.7,1.4,72,39,4,290,10,90
25/12/2021,30.5,17.8,0.7,65,43,5,320,4,90
26/12/2021,28.5,17.4,0,85,48,12,340,5,70
27/12/2021,29,16.8,0,69,50,2,50,12,70
28/12/2021,30.6,17.2,0,78,53,2,50,8,50
29/12/2021,30.6,19.2,0,62,36,6,340,6,70
30/12/2021,31,17.5,0.6,61,32,2,90,12,70
31/12/2021,27.8,17.7,0,86,43,4,340,6,320
